Dish Name,Ingredient Name,Actual Ing,Quantity,Price,Amount
Masala Karela Recipe
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,green chillies,4 Green Chillies - slit,0,0
,garam masala powder,1 teaspoon Garam masala powder,0,0


Andhra Style Alam Pachadi Recipe - Adrak Chutney (Recipe)
,tomato, 1 tomato - chop,0,0
,salt, salt - as per taste,0,0
,ginger, 3 inches ginger - chop,0,0
,red chillies, 2 red chillies,0,0
,curry, 1 sprig curry,0,0
,asafoetida, asafoetida - a pinch,0,0
,mustard, 1 Teaspoon mustard,0,0
,chana dal,1 tablespoon chana dal,0,0
,onion, 1 onion - chop,0,0
,oil, oil - as per use,0,0
,coriander seeds, 1 tablespoon coriander seeds,0,0
,white urad dal, 1 tablespoon white urad dal,0,0


Pudina Khara Pongal Recipe (Rice and Lentils Cooked With Mint Leaves & Mild Spices)
,cashew nuts,8 Cashew nuts - halved,0,0
,salt,Salt - to taste,0,0
,yellow moong dal (split),1/2 cup Yellow Moong Dal (Split) - soaked for 20 minutes,0,0
,ginger,1 inch Ginger,0,0
,green chilli,1 Green Chilli,0,0
,rice,1 cup Rice - soaked for 20 minutes,0,0
,coriander (dhania) leaves,1/4 cup Coriander (Dhania) Leaves - tightly packed,0,0
,ghee,2 tablespoons Ghee,0,0
,asafoetida (hing),1 pinch Asafoetida (hing),0,0
,water,5 cups Water,0,0
,black peppercorns,1 teaspoon Whole Black Peppercorns,0,0
,curry leaves,1 sprig Curry leaves,0,0
,cumin seeds (jeera),1 teaspoon Cumin seeds (Jeera),0,0
,mint leaves (pudina),1 cup Mint Leaves (Pudina) - tightly packed,0,0
,sunflower oil,1 teaspoon Sunflower Oil,0,0


Udupi Style Ash Gourd Coconut Curry Recipe
,salt,Salt - to taste,0,0
,tamarind water,30 grams Tamarind Water,0,0
,coconut,1/2 cup Fresh coconut - grated,0,0
,mustard seeds,1/2 teaspoon Mustard seeds,0,0
,jaggery,3 tablespoons Jaggery,0,0
,vellai poosanikai (ash gourdwhite pumpkin),,0,0
,curry leaves,2 sprig Curry leaves - roughly torn,0,0
,dry red chillies,4 Dry Red Chillies,0,0
,coriander (dhania) seeds,2 teaspoons Coriander (Dhania) Seeds,0,0
,methi seeds (fenugreek seeds),1/2 teaspoon Methi Seeds (Fenugreek Seeds),0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,sesame seeds (til seeds),2 teaspoons Sesame seeds (Til seeds),0,0
,sunflower oil,Sunflower Oil - for cooking,0,0


Mexican Style Black Bean Burrito Recipe
,tomato,1 Tomato - chopped,0,0
,spring onion greens,4 Spring Onion Greens - chopped,0,0
,hung curd (greek yogurt),4 tablespoon Hung Curd (Greek Yogurt),0,0
,black beans,1/4 cup Black beans - soaked overnight and  cooked,0,0
,cloves garlic,2 cloves Garlic - chopped,0,0
,rice brown rice,,0,0
,coriander (dhania) leaves,2 sprig Coriander (Dhania) Leaves,0,0
,onion,1 Onion - chopped,0,0
,lemon,1 Lemon juice,0,0
,cheddar cheese,4 tablespoons Cheddar cheese,0,0
,spinach leaves (palak),6 to 8 Spinach Leaves (Palak),0,0
,tortillas,4 Tortillas,0,0


Spicy Crunchy Masala Idli Recipe
,tomato,3 tablespoons Tomato Ketchup,0,0
,salt,Salt - to taste,0,0
,coriander (dhania) leaves,Coriander (Dhania) Leaves - to taste,0,0
,idli,10 Idli - cut into strips,0,0
,red chilli powder,1/4 teaspoon Red Chilli powder,0,0
,tomato ketchup,3 tablespoons Tomato Ketchup,0,0
,onion,1 cup Onions - finely chopped,0,0
,green bell pepper (capsicum),1 cup Green Bell Pepper (Capsicum) - thinly sliced,0,0
,mint leaves (pudina),Mint Leaves (Pudina) - to taste,0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,green chillies,2 Green Chillies - finely chopped,0,0
,sunflower oil,2 teaspoons Sunflower Oil,0,0


Cauliflower Leaves Chutney (Recipe in Hindi)
,tomato, 3/4 cup tomatoes,0,0
,salt, salt - as per taste,0,0
,turmeric powder, turmeric powder - a pinch,0,0
,red chillies, 4 red chillies,0,0
,spoon oil, 1 big Spoon oil,0,0
,rye, 1 teaspoon Rye,0,0
,asafoetida, asafoetida - a pinch,0,0
,cloves garlic, 3 cloves garlic,0,0
,curry leaves, 1 sprig Curry leaves,0,0
,cabbage leaves,1 cup cabbage leaves,0,0
,tamarind, 18 grams tamarind,0,0
,cumin seeds, 1/2 teaspoon Cumin seeds,0,0
,white urad dal, 2 tablespoons white urad dal,0,0


Homemade Baked Beans Recipe (Wholesome & Healthy)
,tomato,500 grams Tomatoes - pureed,0,0
,salt,Salt and Pepper - (coarsely pounded pepper) to taste,0,0
,cumin powder (jeera),1 teaspoon Cumin powder (Jeera),0,0
,pepper ( pepper),,0,0
,cloves garlic,,0,0
,virgin olive oil,1 teaspoon Extra Virgin Olive Oil,0,0
,onion,1 Onion - finely chopped,0,0
,dry beans (such cannellini soya beans),,0,0
,red chilli powder cayenne pepper,,0,0
,dried oregano,1 teaspoon Dried oregano,0,0


Veg Chili Cheese Burgers Recipe
,cheese,2 Cheese Slices,0,0
,salt,Salt - to taste,0,0
,burger buns,2 Burger buns,0,0
,potato (aloo) pressure,,0,0
,tomato,1 cup Homemade tomato puree,0,0
,soy granules,1/2 cup Soy granules,0,0
,eggs,,0,0
,cumin powder (jeera),1 tablespoon Cumin powder (Jeera),0,0
,tabasco original sauce,,0,0
,sunflower oil,Sunflower Oil,0,0
,red chilli powder,1 tablespoon Red Chilli powder,0,0
,cloves garlic,4 cloves Garlic - chopped,0,0
,red chilli flakes,1 teaspoon Red Chilli flakes,0,0
,jalapenos,5 Pickled Jalapenos - sliced,0,0
,onion,1 Onion - chopped,0,0
,green bell pepper (capsicum),1 Green Bell Pepper (Capsicum) - chopped,0,0
,wheat bread crumbs,1/2 cup Whole Wheat Bread crumbs,0,0
,dried oregano,1 tablespoon Dried oregano,0,0


Andhra Steel Ingavu Charu Recipe - Asfoitida Flavored Tamarand Rasam
,salt,Salt - to taste,0,0
,arhar dal (split toor dal),1/2 cup Arhar dal (Split Toor Dal),0,0
,tamarind water,2 cup Tamarind Water,0,0
,mustard seeds,1 teaspoon Mustard seeds,0,0
,asafoetida (hing),1 teaspoon Asafoetida (hing),0,0
,curry leaves,1 sprig Curry leaves,0,0
,cumin seeds (jeera),1 teaspoon Cumin seeds (Jeera),0,0
,methi seeds (fenugreek seeds),1 teaspoon Methi Seeds (Fenugreek Seeds),0,0
,sunflower oil,Sunflower Oil - for cooking,0,0


And fish soup recipe - Bengali style fish in tomato gravy
,tomato,1 Tomato - finely chopped,0,0
,salt,Salt - to taste,0,0
,cumin powder (jeera),1 teaspoon Cumin powder (Jeera),0,0
,coriander powder,1 teaspoon Coriander Powder (Dhania),0,0
,bay leaves (tej patta),2 Bay leaves (tej patta),0,0
,mustard oil,Mustard oil - as required,0,0
,coriander (dhania) leaves,1 tablespoon Coriander (Dhania) Leaves - optional,0,0
,water,1-1/4 cups Water - add 2 cups if you like a loose gravy,0,0
,sugar,Sugar - a pinch (optional),0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,ginger paste,,0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,green chillies,4 Green Chillies - coarsely crushed,0,0
,aar maach (fish) rohu katla fish (cut steaks),,0,0


Saunf Aloo (Fennel Potato Curry) Recipe
,fennel seeds (saunf),2 teaspoon Fennel seeds (Saunf) - crushed,0,0
,potato (aloo) skin,,0,0
,milk,1/4 cup Fresh cream - or 1/2 cup milk,0,0
,red chilli powder,2 teaspoon Red Chilli powder,0,0
,coriander (dhania) leaves,4 sprig Coriander (Dhania) Leaves - finely chopped,0,0
,turmeric powder,1 teaspoon Turmeric powder (Haldi),0,0


South Indian Onion Chutney Recipe - South Indian Onion Chutney (Recipe)
,salt, salt - 1 teaspoon,0,0
,rye, as per taste Rye,0,0
,jaggery, 1/2 teaspoon jaggery,0,0
,black urad dal (split), 2 tablespoons black urad dal (split),0,0
,curry leaves, 1 sprig curry leaves,0,0
,dry red chillies, 3 dry red chillies,0,0
,onion,2 onions,0,0
,oil, 2 teaspoons oil,0,0
,tamarind paste, 1 tablespoon tamarind paste,0,0
,cumin seeds, 1 teaspoon cumin seeds,0,0


Hariyali Egg Curry Recipe In Coriander and Mint Gravy
,green chillies,2 Green Chillies - chopped,0,0
,ginger,1 inch Ginger - chopped,0,0
,bay leaf (tej patta),1 Bay leaf (tej patta),0,0
,coriander (dhania) leaves,2 cups Coriander (Dhania) Leaves - tightly packed,0,0
,mint leaves (pudina),1 cup Mint Leaves (Pudina) - chopped,0,0
,cloves garlic,4 cloves Garlic,0,0
,cinnamon stick (dalchini),1 Cinnamon Stick (Dalchini) - small,0,0
,onion,1 Onion - roughly chopped,0,0
,coriander powder,2 teaspoons Coriander Powder (Dhania),0,0
,eggs,4 Whole Eggs - boiled,0,0
,cloves (laung),2 Cloves (Laung),0,0
,garam masala powder,1 teaspoon Garam masala powder,0,0
,sunflower oil,1 tablespoon Sunflower Oil,0,0


Gourd Raita Recipe - Grated Bottle Gourd Yogurt Salad
,coriander (dhania) leaves,,0,0
,cucumber grind,,0,0
,salt, salt - as per taste,0,0
,green, 1 green - finely chopped,0,0
,cumin powder, 1/2 teaspoon cumin powder,0,0
,curd,2 cups curd,0,0
,gourd, 1 cup gourd - peel and tighten,0,0


Homemade Tater Tots Recipe
,salt,Salt - to taste,0,0
,rice flour,1 tablespoon Rice flour,0,0
,coriander (dhania) leaves,1 tablespoon Coriander (Dhania) Leaves - finely chopped,0,0
,onion powder,1 teaspoon Onion powder,0,0
,sunflower oil the r tots,,0,0
,flour (maida),2 tablespoon All Purpose Flour (Maida),0,0
,red chilli flakes,1 teaspoon Red Chilli flakes,0,0
,garlic powder,1 teaspoon Garlic powder,0,0
,potato (aloo),,0,0
,dried oregano,1 teaspoon Dried oregano,0,0


Chettinad Vegetable Casserole Recipe - Chettinad Vegetable Pulao Recipe
,turmeric powder, 1 tsp turmeric powder,0,0
,ginger, 1 inch ginger - tighten,0,0
,rice,1 cup rice - wash well in water,0,0
,ghee, ghee - as per use,0,0
,cinnamon, 1 inch cinnamon,0,0
,fennel, 1 tsp fennel ,0,0
,red chilli powder, 1 tsp red chilli powder,0,0
,cloves garlic, 2 cloves garlic - tighten,0,0
,carrot, 1 carrot - chop,0,0
,green beans, 12 green beans - chop,0,0
,onion, 12 small onions - finely chopped,0,0
,bay leaf break,,0,0
,mint leaves, 1/4 cup mint leaves - finely chopped,0,0
,potatoes, 2 potatoes - peel and chop,0,0
,pepper, 1 tsp whole pepper,0,0
,cloves, 2 cloves garlic - tighten,0,0
,coriander seeds, 1 tsp coriander seeds,0,0
,green chillies, 2 green chillies - straight and thin cut,0,0
,green peas, 1/4 cup green peas - steam,0,0


Garlic Amla Chutney Recipe - Lehsun Amla Chutney Recipe
,cashew nuts, 10 cashew nuts,0,0
,salt, salt - as per taste,0,0
,rye, 1/2 tsp rye,0,0
,urad dal, 1/4 tsp urad dal,0,0
,mint, 1/2 cup mint,0,0
,coriander, 1/2 cup coriander,0,0
,curry leaves, 1 sprig curry leaves,0,0
,amla,8 amla,0,0
,onion, 6 small onions,0,0
,oil, 1 tsp oil,0,0
,chana dal, 1/4 tsp chana dal,0,0
,bud garlic, 10 bud garlic,0,0
,green chillies, 2 green chillies,0,0


Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread
,salt,Salt - to taste,0,0
,wheat flour,1/2 cup Whole Wheat Flour,0,0
,cumin powder (jeera),1 teaspoon Cumin powder (Jeera),0,0
,ghee on thalipeeth,,0,0
,coriander (dhania) leaves,1/2 cup Coriander (Dhania) Leaves - chopped,0,0
,red chilli powder,1 teaspoon Red Chilli powder,0,0
,cloves garlic,5 cloves Garlic - finely chopped,0,0
,gram flour (besan),1/2 cup Gram flour (besan),0,0
,cucumber,1 Cucumber - peeled and grated,0,0
,coriander powder,1 teaspoon Coriander Powder (Dhania),0,0
,rice flour,1/4 cup Rice flour,0,0
,turmeric powder,1 teaspoon Turmeric powder (Haldi),0,0
,green chillies,2 Green Chillies - finely chopped,0,0


Homemade Healthy Subway Sandwich Recipe With Beet & Sprout
,tomato,2 Tomatoes - thinly sliced,0,0
,salt,Salt and Pepper - to taste,0,0
,hung curd (greek yogurt),1/2 cup Hung Curd (Greek Yogurt),0,0
,stalks spring onion (bulb greens),,0,0
,coriander (dhania) leaves,2 tablespoon Coriander (Dhania) Leaves - finely chopped,0,0
,tabasco original sauce,,0,0
,green moong sprouts,1/2 cup Green Moong Sprouts,0,0
,cloves garlic,2 cloves Garlic - grated,0,0
,pepper,Salt and Pepper - to taste,0,0
,beetroot,1 Beetroot - grated,0,0
,submarine bread (subway bread) (flat breads foot s),,0,0


South Indian Style Murungakkai Poriyal Recipe - Drumstick Stir Fry
,salt,Salt - to taste,0,0
,mustard seeds,1 teaspoon Mustard seeds,0,0
,coconut,2 teaspoons Coconut Oil,0,0
,water,Water - as needed,0,0
,drumstick,5 Drumstick - cut into 3 inch pieces,0,0
,curry leaves,1 sprig Curry leaves,0,0
,dry red chillies,2 Dry Red Chillies,0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,coconut oil,2 teaspoons Coconut Oil,0,0
,green chillies,2 Green Chillies - slit,0,0


Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe
,mango pulp (puree),3/4 cup Mango Pulp (Puree),0,0
,milk cold milk,,0,0
,ice cubes,Ice cubes - a few,0,0
,saffron strands,2 pinch Saffron strands,0,0
,curd,1 cup Curd (Dahi / Yogurt) - (low fat),0,0
,badam (almond),3 tablespoons Badam (Almond) - roughly chopped,0,0


Chettinad Sweet Paniyaram Recipe - Chettinad Sweet Paniyaram Recipe
,cardamom powder, 1 tablespoon of cardamom powder,0,0
,salt, salt - as per taste,0,0
,idli dosa mixture,1 cup idli dosa mixture,0,0
,coconut, 3 tablespoons coconut - grated,0,0
,jaggery, 1/3 cup jaggery,0,0
,rice rava, 4 tablespoons rice rava,0,0
,water, water - as per use,0,0
,oil, oil - as per use,0,0


Mini Dal Samosa Curry / Sabzi Recipe
,cashew nuts,15 Cashew nuts,0,0
,black cardamom (badi elaichi),1 Black cardamom (Badi Elaichi),0,0
,tomato,2 Tomato - roughly chopped,0,0
,kashmiri red chilli powder,1/2 teaspoon Kashmiri Red Chilli Powder,0,0
,samosas mini,,0,0
,green chilli,1 Green Chilli,0,0
,ginger,1/2 inch Ginger,0,0
,cardamom (elaichi) podsseeds,,0,0
,bay leaf (tej patta),1 Bay leaf (tej patta),0,0
,cloves cloves (laung),3 cloves Cloves (Laung),0,0
,black peppercorns,6 Whole Black Peppercorns,0,0
,sugar,1/2 teaspoon Sugar,0,0
,cinnamon stick (dalchini),1/2 inch Cinnamon Stick (Dalchini),0,0
,mace (javitri),1 Mace (Javitri),0,0
,onion,1 Onion - roughly chopped,0,0
,coriander powder,1 teaspoon Coriander Powder (Dhania),0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,kasuri methi (dried fenugreek leaves),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),0,0
,garam masala powder,1/2 teaspoon Garam masala powder,0,0
,sunflower oil,2 tablespoons Sunflower Oil,0,0


Spinach Garlic Bruschetta Recipe With Red Bell Pepper Sauce
,tomato,1 Tomato - finely chopped,0,0
,salt,Salt - to taste,0,0
,baguette,1 Baguette - sliced,0,0
,italian,1 tablespoon Italian seasoning,0,0
,garlic,1/2 tablespoon Garlic - minced,0,0
,onion,1 Onion - finely chopped (optional),0,0
,cheddar cheese,1 cup Cheddar cheese - grated,0,0
,black pepper powder,1 tablespoon Black pepper powder - adjust,0,0
,tomato pasta sauce,1 tablespoon Roasted tomato pasta sauce,0,0
,spinach leaves (palak),1 cup Spinach Leaves (Palak),0,0
,butter,1 1/2 tablespoon Butter,0,0
,red bell pepper (capsicum) (,,0,0


Mini Dal Mature Chat Recipe - That Perfect Party Snack
,asafoetida (hing),1/4 teaspoon Asafoetida (hing),0,0
,ajwain (carom seeds),1 teaspoon Ajwain (Carom seeds),0,0
,curry leaves,1 sprig Curry leaves,0,0
,onion,1 Onion - finely chopped,0,0
,cumin seeds (jeera),1 teaspoon Cumin seeds (Jeera),0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,green chillies,2 Green Chillies - slit,0,0
,chana dal (bengal gram dal),1 cup Chana dal (Bengal Gram Dal),0,0
,sunflower oil,Sunflower Oil - for deep frying,0,0
,salt,Salt - as needed,0,0
,wheat flour,1 cup Whole Wheat Flour,0,0
,sev,1/4 cup Sev,0,0
,pomegranate fruit kernels,1/2 cup Fresh Pomegranate Fruit Kernels,0,0
,flour (maida),1 cup All Purpose Flour (Maida),0,0
,green chutney (coriander mint),,0,0
,garam masala powder,1/2 teaspoon Garam masala powder,0,0
,red chilli powder,1/4 teaspoon Red Chilli powder,0,0
,sweet chutney (date tamarind),,0,0
,sugar,1/2 teaspoon Sugar,0,0
,amchur (dry mango powder),1 teaspoon Amchur (Dry Mango Powder),0,0
,ghee,1 tablespoon Ghee,0,0


Asian Style Sweet & Spicy Green Beans Recipe
,salt,Salt - to taste,0,0
,green beans (french beans),300 grams Green beans (French Beans) - cut into half,0,0
,rice wine vinegar,2 tablespoons Rice Wine Vinegar,0,0
,sesame (gingelly) oil,1 tablespoon Sesame (Gingelly) Oil,0,0
,cloves garlic,3 cloves Garlic - finely chopped,0,0
,soy sauce,1 tablespoon Soy sauce,0,0
,thai sweet chilli sauce,2 tablespoons Thai Sweet Chilli Sauce,0,0
,lemon,1 Lemon - juice,0,0
,peanuts (moongphali),1/4 cup Roasted Peanuts (Moongphali),0,0


Chinese Darsaan Recipe With Ice Cream
,baking powder,1/4 teaspoon Baking powder,0,0
,water make the dough,,0,0
,water,Water - to make the dough,0,0
,sugar,2 tablespoon Sugar,0,0
,vanilla,1/2 teaspoon Vanilla Extract,0,0
,flour (maida),All Purpose Flour (Maida),0,0
,sesame seeds (til seeds) white,,0,0
,sunflower oil,1 tablespoon Sunflower Oil,0,0


Sundakkai and Methi Leaves Sambar Recipe - Sundkai Methi Sambar Recipe
,tomato, 1/2 Tomato,0,0
,turmeric powder, 1/2 tsp Turmeric Powder,0,0
,salt, salt - as per taste,0,0
,coriander (dhania) leaves,,0,0
,fenugreek, 1/4 cup fenugreek,0,0
,sundkai,1/2 cup Sundkai,0,0
,asafoetida, 1/4 teaspoon asafoetida,0,0
,water, water - According to use,0,0
,mustard, 1/2 teaspoon mustard,0,0
,dry red chilli,,0,0
,curry leaves, curry leaves - little,0,0
,oil, oil - as per use,0,0
,coriander powder, 1 tsp Coriander Powder,0,0
,arhar dal, 1/2 cup Arhar dal - boiled and mashed,0,0
,tamarind, 1 Tamarind,0,0
,sambar powder, 2 tsp Sambar Powder,0,0
,cumin seeds, 1/4 teaspoon cumin seeds,0,0


"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe"
,salt,Salt and Pepper - to taste,0,0
,spinach,1 cup Spinach - shredded,0,0
,virgin olive oil,2 tablespoons Extra Virgin Olive Oil,0,0
,lemon,2 Lemon juice,0,0
,pomegranate fruit kernels,1 cup Fresh Pomegranate Fruit Kernels,0,0
,cabbage (patta gobi muttaikose),,0,0
,pepper,Salt and Pepper - to taste,0,0


Matar Samosa Recipe -Green Pea Samosa
,salt,Salt - to taste,0,0
,cinnamon powder (dalchini),1/2 teaspoon Cinnamon Powder (Dalchini),0,0
,amchur (dry mango powder),2 teaspoon Amchur (Dry Mango Powder),0,0
,ghee,2 tablespoons Ghee,0,0
,red chilli powder,1/4 teaspoon Red Chilli powder,0,0
,green peas (matar),1-1/2 cups Green peas (Matar) - steamed and mashed,0,0
,water,1/4 cup Water,0,0
,green chilli sauce,1 teaspoon Green Chilli Sauce,0,0
,cumin seeds (jeera),1 teaspoon Cumin seeds (Jeera),0,0
,flour (maida),1 cup All Purpose Flour (Maida),0,0
,garam masala powder,1/2 teaspoon Garam masala powder,0,0
,sunflower oil,Sunflower Oil - for deep frying,0,0


Eggless Chocolate Cupcakes With Raspberry & Cheese Frosting
,cheese,1 cup Britannia Cream Cheese,0,0
,baking powder,1/2 tablespoon Baking powder,0,0
,britannia,1 cup Britannia Cream Cheese,0,0
,raspberries,8 Fresh raspberries,0,0
,milk,3/4 cup Milk,0,0
,salted butter,1/2 cup Salted butter,0,0
,baking soda,1/2 teaspoon Baking soda,0,0
,sugar,3/4 cup Caster Sugar,0,0
,vanilla,1/2 tablespoon Vanilla Extract,0,0
,dark chocolate,1 cup Dark chocolate,0,0
,caster sugar,3/4 cup Caster Sugar,0,0
,cocoa powder,1/2 cup Cocoa Powder,0,0
,flour (maida),1 cup All Purpose Flour (Maida),0,0


Kerala pala pradham recipe
,ada,1 cup Ada,0,0
,ghee,1 tablespoon Ghee,0,0
,sugar,3/4 cup Sugar,0,0
,cardamom powder (elaichi),1/2 teaspoon Cardamom Powder (Elaichi),0,0
,milk full,,0,0


Tindora Sambharo Recipe - Instant Tendli Pickle
,salt,Salt - to taste,0,0
,sunflower oil,1 tablespoon Sunflower Oil,0,0
,asafoetida (hing),1/4 teaspoon Asafoetida (hing),0,0
,red chilli powder,1 teaspoon Red Chilli powder,0,0
,split methi seeds (methi kuria),1/4 teaspoon Split Methi Seeds (Methi Kuria),0,0
,tindora (dondakaya kovakkai),,0,0
,lemon,Lemon - juice extracted,0,0
,turmeric powder,1/4 teaspoon Turmeric powder (Haldi),0,0
,split mustard seeds (rai kuria),1/2 teaspoon Split Mustard Seeds (Rai Kuria),0,0


Chettinad Style Chicken Roast Recipe
,jaggery,1 teaspoon Jaggery,0,0
,cloves garlic,4 cloves Garlic,0,0
,black peppercorns,1 teaspoon Whole Black Peppercorns,0,0
,curry leaves,1 sprig Curry leaves,0,0
,coriander (dhania) seeds,2 teaspoons Coriander (Dhania) Seeds,0,0
,onion,1/4 teaspoon Kalonji (Onion Nigella Seeds),0,0
,cumin seeds (jeera),2 teaspoon Cumin seeds (Jeera),0,0
,turmeric powder,1/2 teaspoon Turmeric powder (Haldi),0,0
,chicken legs,1 Chicken legs,0,0
,sunflower oil,1 teaspoon Sunflower Oil,0,0
,salt,Salt - to taste,0,0
,cardamom (elaichi) podsseeds,,0,0
,dry red chillies,2 Dry Red Chillies,0,0
,tamarind paste,1 teaspoon Tamarind Paste,0,0
,kalonji (onion nigella seeds),1/4 teaspoon Kalonji (Onion Nigella Seeds),0,0
,coconut,2 tablespoon Fresh coconut - grated,0,0
,mustard seeds,1/2 teaspoon Mustard seeds,0,0
,methi seeds (fenugreek seeds),1/4 teaspoon Methi Seeds (Fenugreek Seeds),0,0
,hung curd (greek yogurt),1/4 cup Hung Curd (Greek Yogurt),0,0
,ginger,1/2 inch Ginger,0,0
,ghee,1 teaspoon Ghee,0,0
,fennel seeds (saunf),1 teaspoon Fennel seeds (Saunf),0,0
,cinnamon stick (dalchini),1/2 inch Cinnamon Stick (Dalchini),0,0
,cloves (laung),2 Cloves (Laung),0,0


Palakottai Kujambu Recipe-Kongunad Style Jackfruit Seeds Curry
,tomato,1 Tomato - chopped,0,0
,coriander (dhania),Coriander (Dhania) Leaves - small bunch,0,0
,jackfruit seeds (kathal),1 cup Jackfruit Seeds (Kathal),0,0
,salt,Salt - to taste,0,0
,tamarind water,1 cup Tamarind Water,0,0
,mustard seeds,1/2 teaspoon Mustard seeds,0,0
,asafoetida (hing),1/4 teaspoon Asafoetida (hing),0,0
,coconut,1/2 cup Fresh coconut,0,0
,red chilli powder,1/2 teaspoon Red Chilli powder,0,0
,cloves garlic,8 cloves Garlic,0,0
,black peppercorns,10 Whole Black Peppercorns,0,0
,curry leaves,8 Curry leaves,0,0
,dry red chillies,2 Dry Red Chillies,0,0
,onion,1 Onion - chopped,0,0
,cumin seeds (jeera),1/2 teaspoon Cumin seeds (Jeera),0,0
,coriander (dhania) seeds,1 teaspoon Coriander (Dhania) Seeds,0,0
,turmeric powder,1/4 teaspoon Turmeric powder (Haldi),0,0
,sambar powder,2 teaspoons Sambar Powder,0,0
,sunflower oil,2 teaspoons Sunflower Oil,0,0


Baingan Bharta Recipe - Brinjal Bharta Recipe
,tomato, 1 tomato - chopped,0,0
,turmeric powder, 1 teaspoon turmeric powder,0,0
,salt, salt - as per taste,0,0
,ginger, 2 inch ginger - peel and tighten,0,0
,red chilli powder,,0,0
,eggsplant,,0,0
,coriander, 2 sprigs of coriander - finely chopped (for garnish),0,0
,onion, 1 onion - finely chopped,0,0
,oil, 1 tablespoon oil,0,0
,coriander powder, 1 teaspoon coriander powder ,0,0
,green chillies, 2 green chillies - finely chopped,0,0
,butter, 1 tablespoon butter,0,0
,garam masala powder, 1 teaspoon garam masala powder,0,0


